Sample	Tax.ID	Genome.Size	Bin.Size	Hits.per.Bin	Obs.CV	Sim.CV	Total.Hits	Delta.CV
CHI089323.AF	2839	119704	1000	0.0743801652892562	4.95967276233675	3.74066635049996	9	1.21900641183678
CHI089323.AF	2850	194725	1000	0.0357142857142857	5.20945885274676	5.19572725783887	7	0.0137315949078891
CHI089323.AF	35128	172641	1000	0.0632183908045977	4.21858905023213	4.03667398263784	11	0.18191506759429
CHI089323.AF	55529	1128485	1000	0.00530973451327434	13.6930369854051	13.6869497903166	6	0.00608719508852573
CHI089323.AF	59374	7685639	1000	0.000650448809678678	46.3857726714042	39.1969373280759	5	7.18883534332831
CHI089323.AF	62928	4376040	1000	0.00114207400639561	29.5770150154881	29.5736338177209	5	0.00338119776727197
CHI089323.AF	76869	6078430	1000	0.000986842105263158	31.8198029993281	31.8171839770089	6	0.00261902231925148
CHI089323.AF	78245	5625098	1000	0.00124400213257508	28.3372519423838	28.3347311700004	7	0.00252077238339865
CHI089323.AF	85643	4574586	1000	0.00131118881118881	27.6013251707952	27.5983058262184	6	0.00301934457675301
CHI089323.AF	96563	4547930	1000	0.00175862826994944	23.8275010776988	23.8248779129176	8	0.00262316478126579
CHI089323.AF	101510	9702737	1000	0.00195795548227535	24.846005780171	22.5773502532638	19	2.26865552690724
CHI089323.AF	114615	7456587	1000	0.00160901045856798	26.9106007827971	24.9098349463923	12	2.00076583640479
CHI089323.AF	150340	5089025	1000	0.00137497544686702	26.9523357620662	26.9496854500235	7	0.00265031204276411
CHI089323.AF	164756	5920523	1000	0.000844309354947653	34.403486231597	34.4005794262955	5	0.0029068053015564
CHI089323.AF	176279	2643840	1000	0.00378071833648393	16.235752511253	16.232672591963	10	0.00307991928997708
CHI089323.AF	176280	2564615	1000	0.00389711613406079	15.990611280461	15.9874841355968	10	0.00312714486421406
CHI089323.AF	179408	8272254	1000	0.00145032632342277	26.2408693173669	26.2392814151683	12	0.0015879021985441
CHI089323.AF	190485	5076188	1000	0.00354470263883419	17.6781880776918	16.7663629046477	18	0.911825173044132
CHI089323.AF	190650	4016947	1000	0.00124440019910403	28.3337219730554	28.3301923889834	5	0.00352958407200887
